,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
678,Miriam Valverde,Says the Biden administration is canceling immigration detainers and “requiring our law enforcement leaders to release” serious criminal offenders.,Ashley Moody,"March 12, 2021",half-true,FAKE,0
679,Eric Litke,On passing high-dollar legislation with no time to read it.,Ron Johnson,"March 11, 2021",full-flop,FAKE,0
680,Samantha Putterman,Says Oprah Winfrey for years “pimped young Hollywood girls to Harvey Weinstein to be raped.”,Facebook posts,"March 11, 2021",pants-fire,FAKE,0
681,Ciara O'Rourke,"“Nevada AG admits to changing signature verifications manually for over 200,000 votes.”",Facebook posts,"March 11, 2021",false,FAKE,0
682,Bill McCarthy,"Current immigration ""apprehension numbers are worse than the 'crisis' Biden/Obama/Pelosi acknowledged in 2014!""",Kayleigh McEnany,"March 11, 2021",mostly-true,FAKE,0
683,Ciara O'Rourke,“Navy SEALs arrest Hillary Clinton.”,Bloggers,"March 11, 2021",pants-fire,FAKE,0
684,Brandon Mulder,“The Biden Administration is recklessly releasing hundreds of illegal immigrants who have COVID into Texas communities.”,Greg Abbott,"March 11, 2021",barely-true,FAKE,0
685,Ciara O'Rourke,"Vitamin D, vitamin C, colloidal silver and black seed oil can kill the coronavirus.",Instagram posts,"March 11, 2021",false,FAKE,0
686,Jon Greenberg,“Schumer and Pelosi sneak funding into COVID bill.”,Bloggers,"March 11, 2021",false,FAKE,0
687,Tom Kertscher,"The $1.9 trillion COVID-19 relief bill ""awards a $25 million bonus"" to House members.",Facebook posts,"March 11, 2021",pants-fire,FAKE,0
688,Amy Sherman,"Under HR 1, a person can still vote if they are 16, in the U.S. illegally, have no ID and have not registered to vote",Facebook posts,"March 10, 2021",barely-true,FAKE,0
689,Ciara O'Rourke,“Biden is making ‘maternity flight suits’ so pregnant women can fight in the military.”,Bloggers,"March 10, 2021",barely-true,FAKE,0
690,Chris Nichols,"“California’s [COVID-19] death rate has remained one of the lowest per capita in the nation: 134 deaths per 100,000, compared to 158 nationally, 153 in Texas and 247 in New York.”",Gavin Newsom,"March 10, 2021",half-true,FAKE,0
691,Amy Sherman,Says H.R. 1 “allows minors to vote.”,Ted Budd,"March 10, 2021",false,FAKE,0
692,Tom Kertscher,Says Alexandria Ocasio-Cortez's net worth is “over $1 million.”,Facebook posts,"March 10, 2021",pants-fire,FAKE,0
693,William Skipworth,Says his amendment on a budget bill “would have helped get kids back in school after teachers were vaccinated. Every single Senate Democrat voted against it.”,Roy Blunt,"March 10, 2021",half-true,FAKE,0
694,Samantha Putterman,A video shows a nurse pretending to vaccinate actor Anthony Hopkins before squirting fluid in the syringe on the floor.,Instagram posts,"March 10, 2021",false,FAKE,0
695,Tom Kertscher,Says Joe Biden executive orders caused price increases of 50 cents in gas and 10% in food.,Facebook posts,"March 10, 2021",false,FAKE,0
696,Ciara O'Rourke,“Schools banning Dr. Seuss books.”,Viral image,"March 10, 2021",false,FAKE,0
697,Jon Greenberg,“Senate Democrats just voted to give stimulus checks to criminals in prison.”,Tom Cotton,"March 9, 2021",mostly-true,FAKE,0
698,Jon Greenberg,"In rejecting his amendment, “Democrats voted to send reopening money to schools that refuse to reopen.”",Marco Rubio,"March 9, 2021",half-true,FAKE,0
699,Amy Sherman,The Georgia House passed a bill that “makes it a misdemeanor to give food or water to voters waiting in line.”,Facebook posts,"March 9, 2021",true,REAL,1
700,Tom Kertscher,“Ballots in Arizona’s Maricopa County” from the 2020 presidential election “found shredded and in dumpster days before Senate audit to begin.”,The Gateway Pundit,"March 9, 2021",false,FAKE,0
701,Ciara O'Rourke,Says Oprah Winfrey was wearing an ankle monitor during her Meghan Markle interview.,Facebook posts,"March 9, 2021",pants-fire,FAKE,0
702,Miriam Valverde,"A study “suggests that even after two years of hormone therapy, biological boys still maintain significant advantages over girls, including being 12% faster on the 1.5-mile run.”",Roger Marshall,"March 9, 2021",barely-true,FAKE,0
703,Louis Jacobson,“The filibuster was never an idea of the founding fathers.”,Chuck Todd,"March 8, 2021",true,REAL,1
704,Madison Czopek,Video suggests Dr. Anthony Fauci said vaccines don’t protect against COVID-19.,Instagram posts,"March 8, 2021",false,FAKE,0
705,Jill Terreri,"Says Gov. Andrew Cuomo ""issued a legal blanket immunity, and snuck that into our budget, giving these facilities essentially a license to kill, a get-out-of-jail free card.”",Ron Kim,"• March 6,",half-true,FAKE,0
706,Victoria Knight,"“When I came into office, the prior administration had contracted for not nearly enough vaccine to cover adults in America.”",Joe Biden,"March 5, 2021",barely-true,FAKE,0
707,Tom Kertscher,"In Aberdeen, Miss., “Massive 78% of mail-in ballots proved fraudulent, judge orders election do-over.”",Facebook posts,"March 5, 2021",mostly-true,FAKE,0
708,Paul Specht,"Says the NC elections board “did not change state law.""",Karen Brinson Bell,"March 5, 2021",barely-true,FAKE,0
709,Amy Sherman,"The voting bill known as H.R. 1 would mean “that millions of illegal immigrants are quickly registered to vote.""",Mike Pence,"March 5, 2021",false,FAKE,0
710,Bill McCarthy,H.R. 1 “would allow the Boston bomber to have a right to vote.”,Charlie Kirk,"March 5, 2021",false,FAKE,0
711,Ciara O'Rourke,Video shows someone wearing an Anthony Fauci mask.,Viral image,"March 5, 2021",pants-fire,FAKE,0
712,Madeline Heim,"""Youth usage of marijuana has actually gone down in states that have fully legalized.”",Melissa Agard,"March 5, 2021",half-true,FAKE,0
713,Brandon Mulder,“Pipelines do not freeze. They are naturally insulated. They’re buried beneath the ground.”,Energy Transfer,"March 5, 2021",true,REAL,1
714,Haley BeMiller,"“The National Academy of Medicine points to a significant correlation between marijuana and psychosis, schizophrenia, and other psychotic disorders, particularly in teenagers where the risk of developing schizophrenia increases three fold.”",Chris Kapenga,"March 5, 2021",true,REAL,1
715,Samantha Putterman,“Biden took down Dr. Seuss and Mr. Potato Head.”,Facebook posts,"March 5, 2021",false,FAKE,0
716,Ciara O'Rourke,Photos show U.S. senators sleeping in the chamber.,Viral image,"March 5, 2021",false,FAKE,0
717,Monique Curet,Says 5-year-olds can “take hormones and change my sex.”,Viral image,"March 5, 2021",false,FAKE,0
718,Ciara O'Rourke,“NASA discovers THC on meteorite fragment.”,Viral image,"March 4, 2021",pants-fire,FAKE,0
719,Louis Jacobson,"The voting bill known as H.R. 1 ""would force states to adopt universal mail-in ballots.”",Mike Pence,"March 4, 2021",false,FAKE,0
720,Daniel Funke,"""Some people are going to die from the vaccine directly. But a large number of people are going to start getting horribly sick and get all kinds of autoimmune diseases.""",Sherri Tenpenny,"March 4, 2021",pants-fire,FAKE,0
721,Amy Sherman,H.R. 1 would “prevent removal of ineligible voters from registration rolls.”,Elise Stefanik,"March 4, 2021",false,FAKE,0
722,Chris Nichols,Voting-rights legislation proposed by Democrats in Congress called H.R. 1 “would force states to restore the voting rights of convicted felons—including violent felons convicted of murder or rape.”,Doug LaMalfa,"March 4, 2021",half-true,FAKE,0
723,Tom Kertscher,"""Marco Rubio's 'red flag' gun confiscation bill"" calls for guns to be confiscated ""without due process, based on unsubstantiated accusations.""",National Association for Gun Rights,"March 4, 2021",barely-true,FAKE,0
724,Bill McCarthy,"""While he was president, President Trump never encouraged Americans to get vaccinated.""",Rachel Maddow,"March 4, 2021",false,FAKE,0
725,Eric Litke,Republicans are “trying to create a fake unemployment insurance crisis.”,Gordon Hintz,"March 4, 2021",false,FAKE,0
726,Noah Y.,"Says Donald Trump will be re-inaugurated as president on March 4, 2021.",Facebook posts,"• March 3,",pants-fire,FAKE,0
727,Louis Jacobson,"""The fastest-growing population in the United States is Hispanic.""",Joe Biden,"March 3, 2021",barely-true,FAKE,0
728,Tom Kertscher,"Says he requested “10,000 National Guardsmen” for his Jan. 6 rally, but Nancy Pelosi “rejected it.”",Donald Trump,"March 2, 2021",false,FAKE,0
729,Noah Y.,Says Rachel Levine supports “government-funded sex reassignment surgery without parental notification or authorization” for all children.,Facebook posts,"• March 2,",false,FAKE,0
730,Samantha Putterman,Says a photo at CPAC shows evangelical leaders praying over a golden statue of former President Donald Trump.,Viral image,"March 2, 2021",false,FAKE,0
731,Ciara O'Rourke,“Instagram has been limiting our posts so that no more than 7% of our friends see our posts.”,Viral image,"March 2, 2021",false,FAKE,0
732,Amy Sherman,HR 1 “automatically registers every welfare recipient to vote.”,Donald Trump,"March 2, 2021",barely-true,FAKE,0
733,Samantha Putterman,Says Al Gore said in 2009 that “the North Pole will be ice-free in the summer by 2013 because of man-made global warming.”,Facebook posts,"March 2, 2021",mostly-true,FAKE,0
734,Jon Greenberg,"The $1.9 trillion relief package is “about a bridge for Chuck Schumer, a tunnel for Nancy Pelosi.”",Rick Scott,"March 2, 2021",barely-true,FAKE,0
735,Warren Fiske,“All of the science and data say it’s perfectly safe to have teachers and students in the classroom.”,Pete Snyder,"March 2, 2021",false,FAKE,0
736,Monique Curet,Says Nancy Pelosi bought $1.5 million “in foreign oil stock day before shut down of American line.”,Facebook posts,"March 1, 2021",false,FAKE,0
737,Eric Litke,“More than 91% of the spending in this $1.9 trillion package is not used for pandemic relief.”,Scott Fitzgerald,"March 1, 2021",barely-true,FAKE,0
738,Tom Kertscher,"“America has 133 million registered voters,” but “159 million votes” were cast in the 2020 presidential election.",Facebook posts,"March 1, 2021",false,FAKE,0
739,Samantha Putterman,"Says Kaleb Torres, a young spokesperson for Shriners Hospitals for Children, has died.",Facebook posts,"March 1, 2021",false,FAKE,0
740,Miriam Valverde,"Says Joe Biden “has effectively ordered a shutdown of ICE, halting virtually all deportations, everyone, murderers, everybody, no more.”",Donald Trump,"March 1, 2021",false,FAKE,0
741,Ciara O'Rourke,Identification is required “to get into Washington DC.”,Facebook posts,"March 1, 2021",false,FAKE,0
742,Amy Sherman,Says the American Civil Liberties Union opposes H.R. 1 on grounds that “it threatens our freedom of speech.”,Ronna McDaniel,"March 1, 2021",half-true,FAKE,0
743,D.L. Davis,"“Biden’s plan will immediately let in 25,000 asylum-seekers who’d been waiting in Mexico as their cases were judged.”",Ron Johnson,"March 1, 2021",barely-true,FAKE,0
744,Tom Kertscher,Says the Atlanta mayor is “shutting the city down for” the NBA All-Star Game weekend.,Facebook posts,"March 1, 2021",false,FAKE,0
745,Jon Greenberg,"“There’s about 9% of (the American Rescue Plan) actually going to COVID, meaning 91% of it is not even COVID-related.”",Ted Budd,"March 1, 2021",half-true,FAKE,0
746,Victoria Knight,"“Becerra supports Bernie’s government takeover of your health care, eliminating your employer-provided coverage.”",Tom Cotton,"March 1, 2021",true,REAL,1
747,Miriam Valverde,"The Biden administration “halted deportations for all illegal aliens — murderers, rapists, terrorists, MS-13 gang members are not being deported.""",Tom Cotton,"February 26, 2021",false,FAKE,0
748,Tom Kertscher,The COVID-19 rescue bill includes money for a list of projects that are not COVID-related.,Stand for America,"February 26, 2021",mostly-true,FAKE,0
749,John Pullano,"“New York, for all of their complaining, Gov. Cuomo's complaining, has only had a 1.5% decrease in revenue” due to the coronavirus pandemic.",Bill Cassidy,"February 26, 2021",barely-true,FAKE,0
750,Noah Y.,"“If you take the vaccine, you'll be enrolled in a pharmacovigilance tracking system. It means that you've enrolled yourself in a medical trial.”",Simone Gold,"• February 26,",false,FAKE,0
751,Daniel Funke,Says Jerry Nadler said “God has no authority in the House of Representatives”,Facebook posts,"February 26, 2021",false,FAKE,0
752,Daniel Funke,"The COVID-19 vaccine could lead to prion diseases, Alzheimer’s, ALS and other neurodegenerative diseases.",J. Bart Classen,"February 26, 2021",pants-fire,FAKE,0
753,Samantha Putterman,"Due to differing lockdown orders, New York has more COVID-19 cases, deaths, hospitalizations and job losses than Florida, and New York also lags on vaccinations.",Instagram posts,"February 26, 2021",barely-true,FAKE,0
754,Louis Jacobson,“I have never sued a nun — any nuns.”,Xavier Becerra,"February 26, 2021",half-true,FAKE,0
755,Brandon Mulder,“Subsidizing investment in wind has pushed gas and nuclear out. Now we live with the consequences.”,Dan Crenshaw,"February 26, 2021",false,FAKE,0
756,Ciara O'Rourke,Says Joe Biden said a racial slur.,Facebook posts,"February 26, 2021",false,FAKE,0
757,Jon Greenberg,"In the American Rescue Plan, “just about 1% of the money is for vaccines.”",Mitch McConnell,"February 26, 2021",mostly-true,FAKE,0
758,Nusaiba Mizan,"The shutdown of the Keystone Pipeline project will mean “nearly 2,000 (union jobs lost) with Wisconsin companies”",Ron Johnson,"February 26, 2021",mostly-true,FAKE,0
